year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2013,MWI,15839269.00000000000,1111.6462735212400,1152.8485687756800,348.43026964057200
2014,MWI,16289540.00000000000,1142.5308037112300,1207.2944099225900,371.26974962571300
2015,MWI,16745303.00000000000,1142.5542829826800,1220.2295874806400,380.59703314093800
2016,MWI,17205289.00000000000,1139.6306502055900,1230.4165713296200,315.77732637257500
2017,MWI,17670260.00000000000,1154.0287274340600,1269.6445954971100,356.71757315336900
2018,MWI,18143315.00000000000,1163.2773409584700,1310.9955549989900,389.39803317883600
2006,MYS,26201961.00000000000,19208.4309637234000,17632.1305988598000,6209.12450825631000
2007,MYS,26720370.00000000000,20022.1874847035000,18872.8219549038000,7243.45598744703000
2008,MYS,27236006.00000000000,20592.2351152530000,19787.6991497507000,8474.58682876228000
2009,MYS,27735040.00000000000,19915.6593865680000,19283.4523118174000,7292.49444727908000
2010,MYS,28208035.00000000000,21035.6239366716000,20605.2011124392000,9040.56625117172000
2011,MYS,28650955.00000000000,21806.8227852715000,21806.8227852715000,10399.37275334500000
2012,MYS,29068159.00000000000,22670.2932976159000,23105.0752924451000,10817.44287428560000
2013,MYS,29468872.00000000000,23411.6377451035000,24279.3716940587000,10970.12328490140000
2014,MYS,29866559.00000000000,24487.4478206052000,25875.5026744642000,11319.07975727560000
2015,MYS,30270962.00000000000,25390.4352588725000,27116.5762566726000,9955.24212653611000
2016,MYS,30684804.00000000000,26162.5724512531000,28246.7505474921000,9817.74086096214000
2017,MYS,31105028.00000000000,27291.0359420874000,30025.1765538208000,10254.23402425880000
2018,MYS,31528585.00000000000,28201.0558361187000,31782.1533573136000,11373.23300256760000
2006,NAM,1971317.00000000000,8107.9144105612300,7442.5550968417600,3974.52242536964000
2007,NAM,2006514.00000000000,8393.7702322107400,7911.9292656663600,4356.24451175013000
2008,NAM,2043394.00000000000,8460.6808956526900,8130.1231861523500,4153.24793794677000
2009,NAM,2081044.00000000000,8332.1993771458700,8067.7002063065800,4265.25874549596000
2010,NAM,2118874.00000000000,8677.6559979430400,8500.0971476043800,5324.61703953960000
2011,NAM,2156701.00000000000,8959.5158925335700,8959.5158925335700,5753.98714782430000
2012,NAM,2194784.00000000000,9249.6872324076500,9427.0822671192400,5930.54847260768000
2013,NAM,2233510.00000000000,9599.6496407708600,9955.4531083482500,5694.08263428425000
2014,NAM,2273430.00000000000,10030.1180351769000,10598.6686708128000,5624.13534097711000
2015,NAM,2314904.00000000000,10449.9511284424000,11160.3796375995000,5032.88976228194000
2016,NAM,2358041.00000000000,10374.0076307595000,11200.4278734375000,4786.23530295128000
2017,NAM,2402603.00000000000,10093.2331862854000,11104.4193800554000,5646.45600811344000
2018,NAM,2448255.00000000000,9850.9128483130400,11101.8262817533000,5931.45388611617000
2006,NCL,235750.00000000000,,,
2007,NCL,239250.00000000000,,,
2008,NCL,242750.00000000000,,,
2009,NCL,245950.00000000000,,,
2010,NCL,249750.00000000000,,,
2011,NCL,254350.00000000000,,,
2012,NCL,259000.00000000000,,,
2013,NCL,263650.00000000000,,,
2014,NCL,268050.00000000000,,,
2015,NCL,272400.00000000000,,,
2016,NCL,276550.00000000000,,,
2017,NCL,280350.00000000000,,,
2018,NCL,284060.00000000000,,,
2006,NER,14143971.00000000000,777.4758176552570,713.6738643693700,257.82915279341500
2007,NER,14685399.00000000000,772.3733644599870,728.0355855872230,292.21973409867500
2008,NER,15250908.00000000000,815.0403941594030,783.1968712601980,352.71997494816200
2009,NER,15843133.00000000000,778.9822573074860,754.2540730874250,339.14361765222200
2010,NER,16464025.00000000000,812.3038741802190,795.6828255860810,347.34304065460400
2011,NER,17114761.00000000000,799.2583759908710,799.2583759908710,374.48286448322600
2012,NER,17795191.00000000000,859.7865908682070,876.2759994611000,390.11990965372900
2013,NER,18504255.00000000000,870.4018395762000,902.6625995305630,414.38861312662300
2014,NER,19240157.00000000000,900.1369182152850,951.1605866522660,427.73722604012800
2015,NER,20001663.00000000000,903.4200536387060,964.8380788486380,360.85338407094700
2016,NER,20788838.00000000000,912.0285811249790,984.6831335573250,362.13113227433400
2017,NER,21602472.00000000000,920.6266175057340,1012.8591963095100,375.86948967352200
2018,NER,22442948.00000000000,943.5993329654190,1063.4218407438500,413.98030496208900
2006,NGA,142538308.00000000000,4258.5936409494700,3909.1209160448600,1656.42475868056000
2007,NGA,146339977.00000000000,4421.3600806808100,4167.5537033581800,1883.46131124932000
2008,NGA,150269623.00000000000,4596.9992316965000,4417.3950656316600,2242.87188553694000
2009,NGA,154324933.00000000000,4835.9493761440400,4682.4359348167600,1891.33537046421000
2010,NGA,158503197.00000000000,5085.4140125989900,4981.3582323529100,2292.44515619082000
2011,NGA,162805071.00000000000,5213.8371939696600,5213.8371939696600,2520.40416579378000
2012,NGA,167228767.00000000000,5290.6301056219100,5392.0964025518700,2746.99178858383000
2013,NGA,171765769.00000000000,5494.5167344609800,5698.1666779422700,2998.07284264118000
2014,NGA,176404902.00000000000,5687.5920439666800,6009.9894534981000,3222.69353725587000
2015,NGA,181137448.00000000000,5685.9258394969300,6072.4772948752600,2730.43032370150000
2016,NGA,185960289.00000000000,5448.9128669806100,5882.9873398496600,2175.99967021858000
2017,NGA,190873311.00000000000,5351.4412541020700,5887.5730775767900,1968.55958830575000
2018,NGA,195874740.00000000000,5315.8231806262300,5990.8504322963400,2028.18197017598000
2006,NIC,5513763.00000000000,3820.1783640824000,3506.6832868155700,1226.69184452142000
2007,NIC,5590055.00000000000,3959.3002011970100,3732.0181833425100,1327.95969869275000
2008,NIC,5667432.00000000000,4039.4117040829400,3881.5924106834600,1499.26778643204000
2009,NIC,5745526.00000000000,3853.3049867967000,3730.9848252324000,1444.38108433751000
2010,NIC,5824065.00000000000,3968.9996776188900,3887.7875369302700,1503.87042323136000
2011,NIC,5903039.00000000000,4163.2563353654400,4163.2563353654400,1655.81693272195000
2012,NIC,5982526.00000000000,4374.8236662455200,4458.7261784744300,1760.46148535663000
2013,NIC,6062454.00000000000,4529.8423467481800,4697.7373923867900,1811.63252136830000
2014,NIC,6142733.00000000000,4684.5411196837600,4950.0812481167600,1934.05696590550000
2015,NIC,6223240.00000000000,4845.5525287110000,5174.9721228032100,2049.84968976149000
2016,NIC,6303974.00000000000,5001.7931752420100,5400.2489386108600,2107.56717992428000
2017,NIC,6384855.00000000000,5169.3431120931900,5687.2315121067000,2168.19520646356000
2018,NIC,6465513.00000000000,4910.0506427552200,5533.5510637285200,2028.89475539369000
2006,NIU,,,,
2007,NIU,,,,
2008,NIU,,,,
2009,NIU,,,,
2010,NIU,,,,
2012,NIU,,,,
2013,NIU,,,,
2014,NIU,,,,
2015,NIU,,,,
2016,NIU,,,,15586.00000000000000
2017,NIU,1520.00000000000,,,
2018,NIU,1520.00000000000,,,
2006,NLD,16346101.00000000000,45272.7822513519000,40971.2607605818000,44863.35063142870000
2007,NLD,16381696.00000000000,46878.7705912864000,43896.7387021960000,51733.44213179650000
2008,NLD,16445593.00000000000,47710.0983646631000,46420.2016795592000,57644.47997493530000
2009,NLD,16530388.00000000000,45724.8627639438000,44566.0618961764000,52514.02711653230000
2010,NLD,16615394.00000000000,46101.7544994748000,45040.3180778936000,50950.03434351810000
2011,NLD,16693074.00000000000,46599.0210304500000,46599.0210304500000,54159.34661261420000
2012,NLD,16754962.00000000000,45948.5362785832000,47272.1030187972000,50073.00565593080000
2013,NLD,16804432.00000000000,45753.6324051006000,49241.5178406305000,52184.06185049310000
2014,NLD,16865008.00000000000,46238.2097065126000,49233.2153954401000,52830.17423280550000
2015,NLD,16939923.00000000000,46935.6049736917000,50302.0677470128000,45175.23189337980000
2016,NLD,17030314.00000000000,47709.7212033763000,51338.5732558743000,46007.85292065470000
2017,NLD,17131296.00000000000,48809.0890586595000,54503.0819277108000,48554.99227617560000
2018,NLD,17231624.00000000000,49787.0727543045000,56328.9411363302000,53024.05921305310000
2006,NOR,4660677.00000000000,63791.9366942144000,54104.2892735293000,74148.32007571870000
2007,NOR,4709153.00000000000,65025.6915567634000,55876.5039239364000,85139.96044695450000
2008,NOR,4768212.00000000000,64526.2169382634000,61716.5997128422000,96944.09560648730000
2009,NOR,4828726.00000000000,62617.1536085769000,55375.5762805934000,79977.69708174920000
2010,NOR,4889252.00000000000,62276.0189061746000,57915.0193733858000,87693.79006580990000
2011,NOR,4953088.00000000000,62076.7406576686000,62076.7406576686000,100600.56240758900000
2012,NOR,5018573.00000000000,62922.8154216847000,65354.7792483883000,101524.14185198500000
2013,NOR,5079623.00000000000,62809.4184087436000,66961.2530988205000,102913.45084367400000
2014,NOR,5137232.00000000000,63328.2595263598000,65892.6892787813000,97019.18275274620000
2015,NOR,5188607.00000000000,63934.6280944577000,60385.1167632081000,74355.51585756430000
2016,NOR,5234519.00000000000,64052.9453124911000,57744.2745092321000,70460.56053233220000
2017,NOR,5276968.00000000000,65013.8351743795000,62012.4077632135000,75496.75405819980000
2018,NOR,5311916.00000000000,65389.1769786530000,65510.5852742471000,81697.24598367680000
2006,NPL,26066693.00000000000,1712.5303062924300,1571.9950303114300,346.94525139372700
2007,NPL,26382581.00000000000,1749.7500458352000,1649.3063560543000,391.38013135936100
2008,NPL,26666576.00000000000,1836.7938253047100,1765.0305278579200,470.45554725120600
2009,NPL,26883535.00000000000,1904.5616405658200,1844.1028166778900,478.17318161753800
2010,NPL,27013212.00000000000,1986.7100152098200,1946.0587210883900,592.40109745092900
2011,NPL,27041437.00000000000,2052.5471969863600,2052.5471969863600,699.42933767758100
2012,NPL,26989862.00000000000,2154.7931714007800,2196.1188508353900,698.46647941608600
2013,NPL,26917906.00000000000,2249.7598911773300,2333.1454729904000,715.92374304606100
2014,NPL,26906926.00000000000,2385.4707159676200,2520.6895525852700,743.41338129621900
2015,NPL,27015031.00000000000,2454.8746072374000,2621.7665750515500,792.55289059338100
2016,NPL,27261131.00000000000,2447.0340737523000,2641.9711284615600,777.14759551216500
2017,NPL,27627124.00000000000,2613.1827492689400,2874.9833308159000,911.44426650868300
2018,NPL,28087871.00000000000,2741.4363720818800,3089.5563521856700,1033.91243082634000
2006,NRU,9828.00000000000,,,
2007,NRU,9842.00000000000,4048.8025968256100,3816.3827303494500,2076.72814708539000
2008,NRU,9891.00000000000,5415.4102289487800,5203.8308509573600,3972.43110151321000
2009,NRU,9939.00000000000,5855.9501001411800,5670.0575313420900,4456.60659310559000
2010,NRU,10005.00000000000,6605.6151202752100,6470.4535712562100,4921.11911101615000
2011,NRU,10057.00000000000,7339.3043669825800,7339.3043669825800,7226.81464935091000
2012,NRU,10279.00000000000,7905.0887548386400,8056.6964210037500,10101.50478691330000
2013,NRU,10821.00000000000,10078.3913558214000,10451.9390087245000,10039.27221185600000
2014,NRU,11853.00000000000,12561.4463359568000,13273.4836493531000,9871.73198496974000
2015,NRU,12475.00000000000,12270.2975919501000,13104.4803663974000,8013.35760796908000
2016,NRU,13049.00000000000,12950.5289813432000,13982.2015696529000,7820.72959909970000
2017,NRU,12876.00000000000,13669.8132486210000,15039.3175663456000,8844.74280553976000
2018,NRU,12704.00000000000,14644.6181333778000,16504.2579284635000,9888.89359652993000
2006,NZL,4184600.00000000000,32434.5928444927000,27758.1657377218000,26671.32941771790000
2007,NZL,4223800.00000000000,33101.7962685077000,29385.8957234312000,32510.08269993920000
2008,NZL,4259800.00000000000,32490.9099669004000,29860.5277318520000,31287.94365264730000
2009,NZL,4302600.00000000000,32098.9656712835000,30699.6620210642000,28201.23228399360000
2010,NZL,4350700.00000000000,32232.7088916439000,31253.0535992516000,33692.01083465430000
2011,NZL,4384000.00000000000,32734.5366666969000,32734.5366666969000,38426.55080777710000
2012,NZL,4408100.00000000000,33280.2459037302000,32986.1828887189000,39970.44003945770000
2013,NZL,4442100.00000000000,33876.0522076393000,36219.4240080477000,42949.14222854980000
2014,NZL,4509700.00000000000,34608.0616955797000,37260.6294009920000,44533.78309063790000
2015,NZL,4595700.00000000000,35177.8173054731000,37475.1783595906000,38559.54703803650000
2016,NZL,4693200.00000000000,35702.8760132008000,39122.5421346301000,40026.85219646710000
2017,NZL,4793900.00000000000,36046.3943100161000,40438.5709468742000,42260.12517678530000
2018,NZL,4841000.00000000000,36351.5747263046000,41005.4208705895000,41945.33166909320000
2006,OMN,2580758.00000000000,42509.2814295738000,39020.8447137339000,14420.51705717000000
2007,OMN,2657158.00000000000,43125.4176162903000,40649.8205565657000,15838.46560561230000
2008,OMN,2750963.00000000000,45070.4592619137000,43309.5622415092000,22139.64040936930000
2009,OMN,2876186.00000000000,45743.1556939458000,44291.0748921099000,16823.77165070220000
2010,OMN,3041434.00000000000,45336.2400748723000,44408.5874151817000,19281.16563365020000
2011,OMN,3251108.00000000000,41942.1205555181000,41942.1205555181000,20896.74697807100000
2012,OMN,3498029.00000000000,42619.5001179032000,43436.8777775838000,21923.54802147970000
2013,OMN,3764805.00000000000,41330.9928928901000,42862.8936538560000,20926.55404957110000
2014,OMN,4027260.00000000000,39700.3967949803000,41950.7876431858000,20131.98130165550000
2015,OMN,4267348.00000000000,39243.1816572617000,41911.0864825262000,16150.88725759680000
2016,OMN,4479219.00000000000,39248.8783984961000,42375.5454268438000,14721.64733287960000
2017,OMN,4665935.00000000000,37778.7868719996000,41563.6382667191000,15130.49782644050000
2018,OMN,4829483.00000000000,37143.3092089262000,41859.9344767890000,16415.15727809890000
2006,PAK,164022627.00000000000,3998.6203716352300,3670.4818181706800,836.86052111605000
2007,PAK,167808105.00000000000,4097.3046978906500,3862.1005880280400,908.09509059122300
2008,PAK,171648986.00000000000,4073.7737671248700,3914.6119523617700,990.84659961990600
2009,PAK,175525609.00000000000,4096.6088727559100,3966.5652190876000,957.99568075010400
2010,PAK,179424641.00000000000,4071.9759263243500,3988.6567253493100,987.40972304392300
2011,PAK,183340592.00000000000,4094.5271120590900,4094.5271120590900,1164.97612914872000
2012,PAK,187281475.00000000000,4148.9425472700900,4228.5130007023400,1198.10900052752000
2013,PAK,191262919.00000000000,4241.1850401136300,4398.3812295974900,1208.90431029644000
2014,PAK,195306825.00000000000,4347.5275064268800,4593.9642401277900,1251.16410422834000
2015,PAK,199426964.00000000000,4459.1465172410000,4762.2967208562400,1356.66775582649000
2016,PAK,203627284.00000000000,4608.5272136345100,4975.6543947430900,1368.45432627629000
2017,PAK,207896686.00000000000,4764.5994130955800,5241.9387409843800,1464.99330546855000
2018,PAK,212215030.00000000000,4939.7800167079100,5567.0556079438600,1482.40306306798000
2006,PAN,3391666.00000000000,12736.4519727985000,11691.2612474495000,5348.89529216615000
2007,PAN,3453675.00000000000,14006.7053486730000,13202.6561244749000,6166.18072053682000
2008,PAN,3516204.00000000000,15113.5265487258000,14523.0430190862000,7154.27449601900000
2009,PAN,3579215.00000000000,15032.0102303319000,14554.8307892259000,7576.14046655482000
2010,PAN,3642687.00000000000,15630.8617965347000,15311.0291307719000,8082.02845866252000
2011,PAN,3706483.00000000000,17099.8188262158000,17099.8188262158000,9358.25147451101000
2012,PAN,3770624.00000000000,18452.6687005231000,18806.5630239098000,10722.28363262950000
2013,PAN,3835437.00000000000,19393.1590224858000,20111.9512165440000,11889.12762743850000
2014,PAN,3901315.00000000000,20031.6934361289000,21167.1767869761000,12796.07004304960000
2015,PAN,3968487.00000000000,20821.5619113913000,22237.0930469172000,13630.30797379450000
2016,PAN,4037078.00000000000,21484.3150995395000,23195.8111317659000,14356.32405417980000
2017,PAN,4106771.00000000000,22243.5494820482000,24472.0098496584000,15166.12443206600000
2018,PAN,4176873.00000000000,22674.3990441347000,25553.6967088531000,15575.07254829150000
2006,PER,28102056.00000000000,8024.2284139638700,7365.7366193676300,3154.33123689413000
2007,PER,28333052.00000000000,8636.7699481419100,8140.9796817292600,3606.07043477475000
2008,PER,28562317.00000000000,9349.3576529926500,8984.0794573971800,4220.61696939508000
